"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Oman","Net Worth","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","1493300000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","252900000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","297700000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","405500000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","392800000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","347700000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","371400000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","363400000"
"Oman","Currency in Commercial  Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","366700000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","926000000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","1045000000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","1188200000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","1395000000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","1299000000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","1266200000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","1241900000"
"Oman","Currency outside Commercial Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","1244800000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","1314700000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","1309500000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","1708400000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","3824300000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","2413900000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","2127700000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","2597700000"
"Oman","Due to Local Banks","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","2001800000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","2493600000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","2652200000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","3302100000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","5612400000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","4061000000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","3765300000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","4203000000"
"Oman","Total Reserve Money  (8+9+10)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","3613300000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","806800000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","873000000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","512400000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","473800000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","1162500000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","775600000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","1237400000"
"Oman","Due to Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","1402500000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","106100000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","106700000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","100000000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","96000000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","2127100000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","922800000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","681700000"
"Oman","Foreign Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","685800000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","95700000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","91200000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","85200000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","84200000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","2050100000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","255000000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","249100000"
"Oman","I.M.F. R.O. Holdings","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","231700000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","926800000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","1261900000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","1340200000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","17600000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","17500000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","27000000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","19900000"
"Oman","Other Liabilities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","94800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M1","6221200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M2","6564300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M3","6993300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M4","7079100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M5","7166300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M6","7166300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M7","6705600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M8","6958600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M9","6471600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M10","6656500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M11","6546300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014M12","6276900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M1","6756400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M2","6893000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M3","6990100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M4","7111400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M5","7503000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M6","7387100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M7","7386200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M8","6625600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M9","7221100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M10","7171800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M11","7086900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015M12","6745800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M1","6439100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M2","6411900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M3","7060200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M4","6681600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M5","7088400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M6","8770900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M7","8725000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M8","8330900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M9","7583000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M10","7398600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M11","7222400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016M12","7791000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M1","7501800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M2","7206500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M3","7775800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M4","7333100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M5","6585200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M6","6695400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M7","7227000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M8","6731400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M9","6579300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M10","6109700000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M11","6021000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017M12","6186300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M1","7503500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M2","7131100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M3","6964600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M4","6587200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M5","6150100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M6","6127600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M7","5915100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M8","5594200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M9","5383100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M10","6088200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M11","6069400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018M12","6686000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M1","6568800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M2","6485800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M3","6356300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M4","6363700000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M5","6201600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M6","6123200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M7","5927000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M8","6868100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M9","6631700000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M10","6262100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M11","6167400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019M12","6406600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M1","6291900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M2","6111500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M3","6300400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M4","6371200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M5","6291900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M6","6630400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M7","6286200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M8","6662947969"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M9","6537300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M10","6769500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M11","5805500000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M12","5770600000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M1","6981100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M2","6847700000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M3","6621800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M4","6888100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M5","6945900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M6","6735800000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M7","6618200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M8","7072900000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M9","7094000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M10","7137400000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M11","7482200000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M12","7586100000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M1","7366300000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M2","7582000000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M3","7251700000"
"Oman","Foreign Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M4","6473600000"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","1255"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","2044"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","1887"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","1898"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","1616"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","1736"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","1841"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","1393"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2012","95"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2013","746"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2014","665"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2012","797"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2013","973"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2014","922"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2012","273"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2013","259"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2014","261"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2012","90"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2013","66"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2014","39"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Oman","No. of Subsidized Loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","4855"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","5218"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","4640"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","4463"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","5323"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","5832"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","5717"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","6467"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2013","1974"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2014","1019"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2015","795"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2016","1020"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2017","1055"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2018","915"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","Number","2019","871"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2013","1432"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2014","1373"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2015","1754"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2016","2037"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2017","2086"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2018","2051"
