"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Dhofar","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","78"
"Dhofar","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","71"
"Dhofar","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","66"
"Dhofar","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","66"
"Dhofar","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","31"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","980"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","655"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","613"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","731"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","631"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","664"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","738"
"Dhofar","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","921"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","2048500"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","5576500"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","5021400"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","4064100"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","3911500"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","3618100"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","3438900"
"Dhofar","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","1546300"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","9808000"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","6510139"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","4935881"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","4869000"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","3514000"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","4128000"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","4892765"
"Dhofar","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","7339665"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","8"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","8"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","8"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Musandam","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","8"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","8"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","8"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Musandam","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","2"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","2"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","2"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Musandam","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","15"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","31"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","53"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","42"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","33"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","30"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","31"
"Musandam","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","28"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","268"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","342"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","262"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","282"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","636"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","491"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","380"
"Musandam","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","398"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","455200"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","1176000"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","2315800"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","2088600"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","1669100"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","1455100"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","1591300"
"Musandam","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","1436300"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","2461000"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","1987270"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","1132285"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","1314000"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","2380000"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","1872495"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","1608910"
"Musandam","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","1659100"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","11"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","13"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","8"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Buraymi","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","10"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","12"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","7"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Buraymi","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","1"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","1"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","1"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Buraymi","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","2"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","2"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","2"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Buraymi","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","112"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","85"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","90"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","240"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","234"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","313"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","289"
"Al Buraymi","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","234"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","17422000"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","1120450"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","2335000"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","2259000"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","2387000"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","2461500"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","2489200"
"Al Buraymi","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","1835200"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","52"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","55"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","50"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","49"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","52"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","48"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","3"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","3"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","2"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","2"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","2"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","2"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","1"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","1"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","3"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Ad Dakhliyah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","220"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","248"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","218"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","267"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","341"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","285"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","275"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","204"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","217"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","363"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","270"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","183"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","220"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","170"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","177"
"Ad Dakhliyah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","256"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","6702700"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","9043000"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","8694600"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","10734000"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","146952000"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","13157300"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","12261900"
"Ad Dakhliyah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","8948300"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","5002000"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","4396725"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","2643495"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","3963000"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","5318000"
