"regions","indicators","stations","season","Unit","Date","Value"
"Oman","Rainfall","Salalah","Total","M. M","2014","47"
"Oman","Rainfall","Salalah","Total","M. M","2015","10"
"Oman","Rainfall","Sohar Airport","Total","M. M","2010","29"
"Oman","Rainfall","Sohar Airport","Total","M. M","2012","18"
"Oman","Rainfall","Sohar Airport","Total","M. M","2013","106"
"Oman","Rainfall","Sohar Airport","Total","M. M","2014","114"
"Oman","Rainfall","Sohar Airport","Total","M. M","2015","11"
"Oman","Rainfall","Sohar Airport","Total","M. M","2016","137"
"Oman","Rainfall","Sohar Airport","Total","M. M","2017","149"
"Oman","Rainfall","Sohar Airport","Total","M. M","2018","46"
"Oman","Rainfall","Sohar Airport","Total","M. M","2019","57"
"Oman","Rainfall","Masirah","Total","M. M","2010","199"
"Oman","Rainfall","Masirah","Total","M. M","2011","130"
"Oman","Rainfall","Masirah","Total","M. M","2012","20"
"Oman","Rainfall","Masirah","Total","M. M","2013","62"
"Oman","Rainfall","Masirah","Total","M. M","2014","27"
"Oman","Rainfall","Masirah","Total","M. M","2015","242"
"Oman","Rainfall","Masirah","Total","M. M","2016","7"
"Oman","Rainfall","Masirah","Total","M. M","2017","16"
"Oman","Rainfall","Masirah","Total","M. M","2018","13"
"Oman","Rainfall","Masirah","Total","M. M","2019","59"
"Oman","Rainfall","Sur","Total","M. M","2010","224"
"Oman","Rainfall","Sur","Total","M. M","2011","85"
"Oman","Rainfall","Sur","Total","M. M","2012","67"
"Oman","Rainfall","Sur","Total","M. M","2013","62"
"Oman","Rainfall","Sur","Total","M. M","2014","56"
"Oman","Rainfall","Sur","Total","M. M","2015","108"
"Oman","Rainfall","Sur","Total","M. M","2016","153"
"Oman","Rainfall","Sur","Total","M. M","2017","26"
"Oman","Rainfall","Sur","Total","M. M","2018","11"
"Oman","Rainfall","Sur","Total","M. M","2019","143"
"Oman","Rainfall","Thamrayt","Total","M. M","2010","0.4"
"Oman","Rainfall","Thamrayt","Total","M. M","2011","8"
"Oman","Rainfall","Thamrayt","Total","M. M","2013","30"
"Oman","Rainfall","Thamrayt","Total","M. M","2014","1"
"Oman","Rainfall","Thamrayt","Total","M. M","2015","0"
"Oman","Rainfall","Thamrayt","Total","M. M","2016","0"
"Oman","Rainfall","Thamrayt","Total","M. M","2017","0"
"Oman","Rainfall","Thamrayt","Total","M. M","2018","92"
"Oman","Rainfall","Thamrayt","Total","M. M","2019","1"
"Oman","Rainfall","Khasab Airport","Total","M. M","2010","206"
"Oman","Rainfall","Khasab Airport","Total","M. M","2011","99"
"Oman","Rainfall","Khasab Airport","Total","M. M","2012","142"
"Oman","Rainfall","Khasab Airport","Total","M. M","2013","206"
"Oman","Rainfall","Khasab Airport","Total","M. M","2014","208"
"Oman","Rainfall","Khasab Airport","Total","M. M","2015","89"
"Oman","Rainfall","Khasab Airport","Total","M. M","2016","37"
"Oman","Rainfall","Khasab Airport","Total","M. M","2017","71"
"Oman","Rainfall","Khasab Airport","Total","M. M","2018","64"
"Oman","Rainfall","Khasab Airport","Total","M. M","2019","149"
"Oman","Rainfall","Saiq","Total","M. M","2010","208"
"Oman","Rainfall","Saiq","Total","M. M","2011","242"
"Oman","Rainfall","Saiq","Total","M. M","2012","203"
"Oman","Rainfall","Saiq","Total","M. M","2013","272"
"Oman","Rainfall","Saiq","Total","M. M","2014","205"
"Oman","Rainfall","Saiq","Total","M. M","2015","234"
"Oman","Rainfall","Saiq","Total","M. M","2016","117"
"Oman","Rainfall","Saiq","Total","M. M","2017","264"
"Oman","Rainfall","Saiq","Total","M. M","2018","155"
"Oman","Rainfall","Saiq","Total","M. M","2019","325"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2010","13"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2011","36"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2012","12"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2013","51"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2014","59"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2015","141"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2016","350"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2017","330"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2018","14"
"Oman","Rainfall","Al-Buraymi","Total","M. M","2019","105"
"Oman","Rainfall","Diba","Total","M. M","2010","68"
"Oman","Rainfall","Diba","Total","M. M","2011","48"
"Oman","Rainfall","Diba","Total","M. M","2012","31"
"Oman","Rainfall","Diba","Total","M. M","2013","49"
"Oman","Rainfall","Diba","Total","M. M","2014","93"
"Oman","Rainfall","Diba","Total","M. M","2015","27"
"Oman","Rainfall","Diba","Total","M. M","2016","48"
"Oman","Rainfall","Diba","Total","M. M","2017","71"
"Oman","Rainfall","Diba","Total","M. M","2018","49"
"Oman","Rainfall","Diba","Total","M. M","2019","261"
"Oman","Rainfall","Rustaq","Total","M. M","2010","213"
"Oman","Rainfall","Rustaq","Total","M. M","2011","31"
"Oman","Rainfall","Rustaq","Total","M. M","2012","37"
"Oman","Rainfall","Rustaq","Total","M. M","2013","96"
"Oman","Rainfall","Rustaq","Total","M. M","2014","97"
"Oman","Rainfall","Rustaq","Total","M. M","2015","205"
"Oman","Rainfall","Rustaq","Total","M. M","2016","186"
"Oman","Rainfall","Rustaq","Total","M. M","2017","95"
"Oman","Rainfall","Rustaq","Total","M. M","2018","70"
"Oman","Rainfall","Rustaq","Total","M. M","2019","224"
"Oman","Rainfall","Nizwa","Total","M. M","2010","77"
"Oman","Rainfall","Nizwa","Total","M. M","2011","65"
"Oman","Rainfall","Nizwa","Total","M. M","2012","65"
"Oman","Rainfall","Nizwa","Total","M. M","2013","249"
"Oman","Rainfall","Nizwa","Total","M. M","2014","47"
"Oman","Rainfall","Nizwa","Total","M. M","2015","96"
"Oman","Rainfall","Nizwa","Total","M. M","2016","16"
"Oman","Rainfall","Nizwa","Total","M. M","2017","45"
"Oman","Rainfall","Nizwa","Total","M. M","2018","21"
"Oman","Rainfall","Nizwa","Total","M. M","2019","133"
"Oman","Rainfall","Samail","Total","M. M","2010","161"
"Oman","Rainfall","Samail","Total","M. M","2011","114"
"Oman","Rainfall","Samail","Total","M. M","2012","74"
"Oman","Rainfall","Samail","Total","M. M","2013","160"
"Oman","Rainfall","Samail","Total","M. M","2014","81"
"Oman","Rainfall","Samail","Total","M. M","2015","76"
"Oman","Rainfall","Samail","Total","M. M","2016","150"
"Oman","Rainfall","Samail","Total","M. M","2017","101"
"Oman","Rainfall","Samail","Total","M. M","2018","63"
"Oman","Rainfall","Samail","Total","M. M","2019","135"
"Oman","Rainfall","Ibri","Total","M. M","2010","41"
"Oman","Rainfall","Ibri","Total","M. M","2011","55"
"Oman","Rainfall","Ibri","Total","M. M","2013","238"
"Oman","Rainfall","Ibri","Total","M. M","2014","127"
"Oman","Rainfall","Ibri","Total","M. M","2015","49"
"Oman","Rainfall","Ibri","Total","M. M","2016","112"
"Oman","Rainfall","Ibri","Total","M. M","2017","66"
"Oman","Rainfall","Ibri","Total","M. M","2018","32"
"Oman","Rainfall","Ibri","Total","M. M","2019","203"
"Oman","Rainfall","Buhla","Total","M. M","2010","110"
"Oman","Rainfall","Buhla","Total","M. M","2011","144"
"Oman","Rainfall","Buhla","Total","M. M","2012","112"
"Oman","Rainfall","Buhla","Total","M. M","2013","231"
"Oman","Rainfall","Buhla","Total","M. M","2014","198"
"Oman","Rainfall","Buhla","Total","M. M","2015","163"
"Oman","Rainfall","Buhla","Total","M. M","2016","143"
"Oman","Rainfall","Buhla","Total","M. M","2017","15"
"Oman","Rainfall","Buhla","Total","M. M","2018","24"
"Oman","Rainfall","Buhla","Total","M. M","2019","187"
"Oman","Rainfall","Adam","Total","M. M","2010","38"
"Oman","Rainfall","Adam","Total","M. M","2011","43"
"Oman","Rainfall","Adam","Total","M. M","2012","49"
"Oman","Rainfall","Adam","Total","M. M","2013","811"
"Oman","Rainfall","Adam","Total","M. M","2014","79"
"Oman","Rainfall","Adam","Total","M. M","2015","54"
"Oman","Rainfall","Adam","Total","M. M","2016","0"
"Oman","Rainfall","Adam","Total","M. M","2018","28"
"Oman","Rainfall","Adam","Total","M. M","2019","131"
"Oman","Rainfall","Ibra","Total","M. M","2010","217"
"Oman","Rainfall","Ibra","Total","M. M","2011","233"
"Oman","Rainfall","Ibra","Total","M. M","2012","219"
"Oman","Rainfall","Ibra","Total","M. M","2013","11"
"Oman","Rainfall","Ibra","Total","M. M","2014","295"
"Oman","Rainfall","Ibra","Total","M. M","2015","146"
"Oman","Rainfall","Ibra","Total","M. M","2016","120"
"Oman","Rainfall","Ibra","Total","M. M","2017","86"
"Oman","Rainfall","Ibra","Total","M. M","2018","110"
"Oman","Rainfall","Ibra","Total","M. M","2019","233"
"Oman","Rainfall","JabalShams","Total","M. M","2010","147"
"Oman","Rainfall","JabalShams","Total","M. M","2011","161"
"Oman","Rainfall","JabalShams","Total","M. M","2012","116"
"Oman","Rainfall","JabalShams","Total","M. M","2013","304"
"Oman","Rainfall","JabalShams","Total","M. M","2014","189"
"Oman","Rainfall","JabalShams","Total","M. M","2015","103"
"Oman","Rainfall","JabalShams","Total","M. M","2016","0"
"Oman","Rainfall","JabalShams","Total","M. M","2018","201"
"Oman","Rainfall","JabalShams","Total","M. M","2019","115"
"Oman","Rainfall","Joba","Total","M. M","2010","73"
"Oman","Rainfall","Joba","Total","M. M","2011","118"
"Oman","Rainfall","Joba","Total","M. M","2012","19"
"Oman","Rainfall","Joba","Total","M. M","2013","86"
"Oman","Rainfall","Joba","Total","M. M","2014","42"
"Oman","Rainfall","Joba","Total","M. M","2015","95"
"Oman","Rainfall","Joba","Total","M. M","2016","38"
"Oman","Rainfall","Joba","Total","M. M","2017","50"
"Oman","Rainfall","Joba","Total","M. M","2018","4"
"Oman","Rainfall","Joba","Total","M. M","2019","22"
"Oman","Rainfall","Duqum","Total","M. M","2010","13"
"Oman","Rainfall","Duqum","Total","M. M","2011","120"
"Oman","Rainfall","Duqum","Total","M. M","2012","123"
"Oman","Rainfall","Duqum","Total","M. M","2013","355"
"Oman","Rainfall","Duqum","Total","M. M","2014","0"
"Oman","Rainfall","Duqum","Total","M. M","2015","12"
"Oman","Rainfall","RasAlHaad","Total","M. M","2010","262"
"Oman","Rainfall","RasAlHaad","Total","M. M","2011","103"
"Oman","Rainfall","RasAlHaad","Total","M. M","2012","213"
"Oman","Rainfall","RasAlHaad","Total","M. M","2013","205"
"Oman","Rainfall","RasAlHaad","Total","M. M","2014","71"
"Oman","Rainfall","RasAlHaad","Total","M. M","2015","134"
"Oman","Rainfall","RasAlHaad","Total","M. M","2016","0"
"Oman","Rainfall","RasAlHaad","Total","M. M","2017","13"
"Oman","Rainfall","RasAlHaad","Total","M. M","2018","6"
"Oman","Rainfall","RasAlHaad","Total","M. M","2019","214"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2010","179"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2011","68"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2012","26"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2013","102"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2014","65"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2015","51"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2016","56"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2017","19"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2018","4"
"Oman","Rainfall","Mina Sultan Qaboos","Total","M. M","2019","173"
"Oman","Rainfall","Mina Salalah","Total","M. M","2010","79"
"Oman","Rainfall","Mina Salalah","Total","M. M","2011","190"
"Oman","Rainfall","Mina Salalah","Total","M. M","2012","44"
"Oman","Rainfall","Mina Salalah","Total","M. M","2013","78"
"Oman","Rainfall","Mina Salalah","Total","M. M","2014","74"
"Oman","Rainfall","Mina Salalah","Total","M. M","2015","47"
"Oman","Rainfall","Mina Salalah","Total","M. M","2016","109"
"Oman","Rainfall","Mina Salalah","Total","M. M","2017","54"
"Oman","Rainfall","Mina Salalah","Total","M. M","2018","1366"
"Oman","Rainfall","Mina Salalah","Total","M. M","2019","59"
"Oman","Rainfall","Majis","Total","M. M","2010","26"
"Oman","Rainfall","Majis","Total","M. M","2011","27"
"Oman","Rainfall","Majis","Total","M. M","2012","18"
"Oman","Rainfall","Majis","Total","M. M","2013","106"
"Oman","Rainfall","Majis","Total","M. M","2014","114"
"Oman","Rainfall","Majis","Total","M. M","2015","16"
"Oman","Rainfall","Majis","Total","M. M","2016","86"
"Oman","Rainfall","Majis","Total","M. M","2017","65"
"Oman","Rainfall","Majis","Total","M. M","2018","5"
"Oman","Rainfall","Majis","Total","M. M","2019","85"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2010","11"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2011","385"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2012","102"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2013","203"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2014","97"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2015","89"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2016","78"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2017","2"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2018","511"
"Oman","Rainfall","Qairoon Hairiti","Total","M. M","2019","146"
"Oman","Average Rainfall","Total","Total","M. M","2010","113.9"
"Oman","Average Rainfall","Total","Total","M. M","2011","92.6"
"Oman","Average Rainfall","Total","Total","M. M","2012","75.1"
"Oman","Average Rainfall","Total","Total","M. M","2013","139.2"
"Oman","Average Rainfall","Total","Total","M. M","2014","98"
"Oman","Average Rainfall","Total","Total","M. M","2015","83.7"
"Oman","Average Rainfall","Total","Total","M. M","2016","96.5"
"Oman","Average Rainfall","Total","Total","M. M","2017","74.8"
"Oman","Average Rainfall","Total","Total","M. M","2018","80.7"
"Oman","Average Rainfall","Total","Total","M. M","2019","94.3"
"Oman","Average Rainfall","Total","Total","M. M","2020","103"
"Oman","Average Rainfall","Total","Summer","M. M","2010","85.7"
"Oman","Average Rainfall","Total","Summer","M. M","2011","36.3"
"Oman","Average Rainfall","Total","Summer","M. M","2012","42.5"
"Oman","Average Rainfall","Total","Summer","M. M","2013","126"
"Oman","Average Rainfall","Total","Summer","M. M","2014","44.2"
"Oman","Average Rainfall","Total","Summer","M. M","2015","46.3"
"Oman","Average Rainfall","Total","Summer","M. M","2016","27.2"
"Oman","Average Rainfall","Total","Summer","M. M","2017","25.5"
"Oman","Average Rainfall","Total","Summer","M. M","2018","36.2"
"Oman","Average Rainfall","Total","Summer","M. M","2019","94.3"
"Oman","Average Rainfall","Total","Summer","M. M","2020","103"
"Oman","Average Rainfall","Total","Winter","M. M","2010","35.7"
"Oman","Average Rainfall","Total","Winter","M. M","2011","54.3"
"Oman","Average Rainfall","Total","Winter","M. M","2012","22.2"
"Oman","Average Rainfall","Total","Winter","M. M","2013","42"
"Oman","Average Rainfall","Total","Winter","M. M","2014","53.8"
"Oman","Average Rainfall","Total","Winter","M. M","2015","37.4"
"Oman","Average Rainfall","Total","Winter","M. M","2016","69.4"
"Oman","Average Rainfall","Total","Winter","M. M","2017","49.2"
"Oman","Average Rainfall","Total","Winter","M. M","2018","29.4"
"Oman","Maximum Average Rainfall","Total","Total","M. M","2012","192.6"
"Oman","Maximum Average Rainfall","Total","Total","M. M","2013","4666.9"
"Oman","Maximum Average Rainfall","Total","Total","M. M","2014","999"
"Oman","Maximum Average Rainfall","Total","Total","M. M","2015","2133.2"
"Oman","Maximum Average Rainfall","Total","Total","M. M","2016","14156.4"
"Oman","Minimum Average Rainfall","Total","Total","M. M","2012","2"
"Oman","Minimum Average Rainfall","Total","Total","M. M","2013","6.2"
"Oman","Minimum Average Rainfall","Total","Total","M. M","2014","0.4"
"Oman","Minimum Average Rainfall","Total","Total","M. M","2015","0.6"
"Oman","Minimum Average Rainfall","Total","Total","M. M","2016","0.2"
"Oman","Average wind speed","Total","Total","Knots","2010","6.4"
"Oman","Average wind speed","Total","Total","Knots","2011","6.8"
"Oman","Average wind speed","Total","Total","Knots","2012","7"
"Oman","Average wind speed","Total","Total","Knots","2013","8.3"
"Oman","Average wind speed","Total","Total","Knots","2014","6.8"
"Oman","Average wind speed","Total","Total","Knots","2015","6.6"
"Oman","Average wind speed","Total","Total","Knots","2016","6.8"
"Oman","Average wind speed","Total","Total","Knots","2017","6.65"
"Oman","Average wind speed","Total","Total","Knots","2018","6.3"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2010","1013.4"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2011","1012.8"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2012","1013.2"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2013","1012.9"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2014","1012.9"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2015","1014"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2016","1012.9"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2017","938.8"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2018","958.8"
"Oman","Maximum Average atmospheric pressure","Total","Total","hPA","2019","935.5"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2010","1009.6"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2011","1008.9"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2012","1009.2"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2013","1008.9"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2014","1008.5"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2015","1008.7"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2016","1008.8"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2017","926.6"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2018","946.9"
"Oman","Minimum  Average atmospheric pressure","Total","Total","hPA","2019","920.8"
