"regions","indicators","stations","season","Unit","Date","Value"
"Oman","Minimum Temperature","RasAlHaad","Total","degree celsius","2012","14"
"Oman","Minimum Temperature","RasAlHaad","Total","degree celsius","2013","14"
"Oman","Minimum Temperature","RasAlHaad","Total","degree celsius","2014","14"
"Oman","Minimum Temperature","RasAlHaad","Winter","degree celsius","2010","15"
"Oman","Minimum Temperature","RasAlHaad","Winter","degree celsius","2011","14"
"Oman","Minimum Temperature","RasAlHaad","Winter","degree celsius","2012","14"
"Oman","Minimum Temperature","RasAlHaad","Winter","degree celsius","2013","14"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2010","18"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2011","19"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2012","17"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2013","17"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2014","15"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Total","degree celsius","2015","17"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Winter","degree celsius","2010","18"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Winter","degree celsius","2011","19"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Winter","degree celsius","2012","17"
"Oman","Minimum Temperature","Mina Sultan Qaboos","Winter","degree celsius","2013","17"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2010","18"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2011","16"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2012","16"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2013","16"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2014","16"
"Oman","Minimum Temperature","Mina Salalah","Total","degree celsius","2015","17"
"Oman","Minimum Temperature","Mina Salalah","Winter","degree celsius","2010","18"
"Oman","Minimum Temperature","Mina Salalah","Winter","degree celsius","2011","16"
"Oman","Minimum Temperature","Mina Salalah","Winter","degree celsius","2012","16"
"Oman","Minimum Temperature","Mina Salalah","Winter","degree celsius","2013","16"
"Oman","Minimum Temperature","Majis","Total","degree celsius","2010","13"
"Oman","Minimum Temperature","Majis","Total","degree celsius","2011","12"
"Oman","Minimum Temperature","Majis","Total","degree celsius","2012","12"
"Oman","Minimum Temperature","Majis","Total","degree celsius","2013","1"
"Oman","Minimum Temperature","Majis","Total","degree celsius","2014","13"
"Oman","Minimum Temperature","Majis","Winter","degree celsius","2010","13"
"Oman","Minimum Temperature","Majis","Winter","degree celsius","2011","12"
"Oman","Minimum Temperature","Majis","Winter","degree celsius","2012","12"
"Oman","Minimum Temperature","Majis","Winter","degree celsius","2013","1"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2010","8"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2011","10"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2012","7"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2013","7"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2014","8"
"Oman","Minimum Temperature","Qairoon Hairiti","Total","degree celsius","2015","8"
"Oman","Minimum Temperature","Qairoon Hairiti","Winter","degree celsius","2010","8"
"Oman","Minimum Temperature","Qairoon Hairiti","Winter","degree celsius","2011","10"
"Oman","Minimum Temperature","Qairoon Hairiti","Winter","degree celsius","2012","7"
"Oman","Minimum Temperature","Qairoon Hairiti","Winter","degree celsius","2013","7"
"Oman","Average Temperature","Total","Total","degree celsius","2010","27.1"
"Oman","Average Temperature","Total","Total","degree celsius","2011","27.2"
"Oman","Average Temperature","Total","Total","degree celsius","2012","27.1"
"Oman","Average Temperature","Total","Total","degree celsius","2013","28.2"
"Oman","Average Temperature","Total","Total","degree celsius","2014","27.7"
"Oman","Average Temperature","Total","Total","degree celsius","2015","28.7"
"Oman","Average Temperature","Total","Total","degree celsius","2016","27.8"
"Oman","Average Temperature","Total","Total","degree celsius","2017","28.4"
"Oman","Average Temperature","Total","Total","degree celsius","2018","27.4"
"Oman","Average Temperature","Total","Total","degree celsius","2019","35.8"
"Oman","Average Temperature","Total","Total","degree celsius","2020","28.7"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2010","32.3"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2011","32.3"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2012","31"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2013","31.4"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2014","31.7"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2015","31.4"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2016","31.2"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2017","33.6"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2018","37.8"
"Oman","Maximum Average Temperature","Total","Total","degree celsius","2019","35.8"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2010","21.8"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2011","22"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2012","21.8"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2013","21.9"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2014","22.3"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2015","22.8"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2016","22.6"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2017","23.1"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2018","18.5"
"Oman","Minimum Average Temperature","Total","Total","degree celsius","2019","17.6"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2010","98"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2011","99"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2012","96"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2013","96"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2014","96"
"Oman","Maximum Humidity","Muscat International Airport","Total","%","2015","100"
"Oman","Maximum Humidity","Salalah","Total","%","2010","93"
"Oman","Maximum Humidity","Salalah","Total","%","2011","94"
"Oman","Maximum Humidity","Salalah","Total","%","2012","94"
"Oman","Maximum Humidity","Salalah","Total","%","2013","93"
"Oman","Maximum Humidity","Salalah","Total","%","2014","95"
"Oman","Maximum Humidity","Salalah","Total","%","2015","98"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2010","95"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2011","0"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2012","100"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2013","96"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2014","97"
"Oman","Maximum Humidity","Sohar Airport","Total","%","2015","100"
"Oman","Maximum Humidity","Masirah","Total","%","2010","97"
"Oman","Maximum Humidity","Masirah","Total","%","2011","98"
"Oman","Maximum Humidity","Masirah","Total","%","2012","95"
"Oman","Maximum Humidity","Masirah","Total","%","2013","98"
"Oman","Maximum Humidity","Masirah","Total","%","2014","98"
"Oman","Maximum Humidity","Masirah","Total","%","2015","100"
"Oman","Maximum Humidity","Sur","Total","%","2010","93"
"Oman","Maximum Humidity","Sur","Total","%","2011","99"
"Oman","Maximum Humidity","Sur","Total","%","2012","95"
"Oman","Maximum Humidity","Sur","Total","%","2013","95"
"Oman","Maximum Humidity","Sur","Total","%","2014","95"
"Oman","Maximum Humidity","Sur","Total","%","2015","98"
"Oman","Maximum Humidity","Thamrayt","Total","%","2010","92"
"Oman","Maximum Humidity","Thamrayt","Total","%","2011","91"
"Oman","Maximum Humidity","Thamrayt","Total","%","2012","94"
"Oman","Maximum Humidity","Thamrayt","Total","%","2013","87"
"Oman","Maximum Humidity","Thamrayt","Total","%","2014","92"
"Oman","Maximum Humidity","Thamrayt","Total","%","2015","91"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2010","89"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2011","86"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2012","90"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2013","89"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2014","93"
"Oman","Maximum Humidity","Khasab Airport","Total","%","2015","93"
"Oman","Maximum Humidity","Saiq","Total","%","2010","97"
"Oman","Maximum Humidity","Saiq","Total","%","2011","100"
"Oman","Maximum Humidity","Saiq","Total","%","2012","96"
"Oman","Maximum Humidity","Saiq","Total","%","2013","98"
"Oman","Maximum Humidity","Saiq","Total","%","2014","100"
"Oman","Maximum Humidity","Saiq","Total","%","2015","99"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2010","100"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2011","97"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2012","92"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2013","97"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2014","93"
"Oman","Maximum Humidity","Al-Buraymi","Total","%","2015","97"
"Oman","Maximum Humidity","Diba","Total","%","2010","92"
"Oman","Maximum Humidity","Diba","Total","%","2011","95"
"Oman","Maximum Humidity","Diba","Total","%","2012","92"
"Oman","Maximum Humidity","Diba","Total","%","2013","89"
"Oman","Maximum Humidity","Diba","Total","%","2014","99"
"Oman","Maximum Humidity","Diba","Total","%","2015","88"
"Oman","Maximum Humidity","Rustaq","Total","%","2010","100"
"Oman","Maximum Humidity","Rustaq","Total","%","2011","100"
"Oman","Maximum Humidity","Rustaq","Total","%","2012","99"
"Oman","Maximum Humidity","Rustaq","Total","%","2013","99"
"Oman","Maximum Humidity","Rustaq","Total","%","2014","97"
"Oman","Maximum Humidity","Rustaq","Total","%","2015","96"
"Oman","Maximum Humidity","Nizwa","Total","%","2010","99"
"Oman","Maximum Humidity","Nizwa","Total","%","2011","100"
"Oman","Maximum Humidity","Nizwa","Total","%","2012","99"
"Oman","Maximum Humidity","Nizwa","Total","%","2013","100"
"Oman","Maximum Humidity","Nizwa","Total","%","2014","94"
"Oman","Maximum Humidity","Nizwa","Total","%","2015","89"
"Oman","Maximum Humidity","Samail","Total","%","2010","100"
"Oman","Maximum Humidity","Samail","Total","%","2011","100"
"Oman","Maximum Humidity","Samail","Total","%","2012","100"
"Oman","Maximum Humidity","Samail","Total","%","2013","100"
"Oman","Maximum Humidity","Samail","Total","%","2014","96"
"Oman","Maximum Humidity","Samail","Total","%","2015","98"
"Oman","Maximum Humidity","Ibri","Total","%","2010","96"
"Oman","Maximum Humidity","Ibri","Total","%","2011","99"
"Oman","Maximum Humidity","Ibri","Total","%","2013","100"
"Oman","Maximum Humidity","Ibri","Total","%","2014","100"
"Oman","Maximum Humidity","Ibri","Total","%","2015","97"
"Oman","Maximum Humidity","Buhla","Total","%","2010","94"
"Oman","Maximum Humidity","Buhla","Total","%","2011","95"
"Oman","Maximum Humidity","Buhla","Total","%","2012","93"
"Oman","Maximum Humidity","Buhla","Total","%","2013","95"
"Oman","Maximum Humidity","Buhla","Total","%","2014","99"
"Oman","Maximum Humidity","Buhla","Total","%","2015","99"
"Oman","Maximum Humidity","Adam","Total","%","2010","100"
"Oman","Maximum Humidity","Adam","Total","%","2011","100"
"Oman","Maximum Humidity","Adam","Total","%","2012","100"
"Oman","Maximum Humidity","Adam","Total","%","2013","93"
"Oman","Maximum Humidity","Adam","Total","%","2014","100"
"Oman","Maximum Humidity","Adam","Total","%","2015","100"
"Oman","Maximum Humidity","Ibra","Total","%","2010","100"
"Oman","Maximum Humidity","Ibra","Total","%","2011","100"
"Oman","Maximum Humidity","Ibra","Total","%","2012","100"
"Oman","Maximum Humidity","Ibra","Total","%","2013","100"
"Oman","Maximum Humidity","Ibra","Total","%","2014","99"
"Oman","Maximum Humidity","Ibra","Total","%","2015","100"
"Oman","Maximum Humidity","JabalShams","Total","%","2010","100"
"Oman","Maximum Humidity","JabalShams","Total","%","2011","100"
"Oman","Maximum Humidity","JabalShams","Total","%","2012","100"
"Oman","Maximum Humidity","JabalShams","Total","%","2013","98"
"Oman","Maximum Humidity","JabalShams","Total","%","2014","100"
"Oman","Maximum Humidity","JabalShams","Total","%","2015","98"
"Oman","Maximum Humidity","Joba","Total","%","2010","99"
"Oman","Maximum Humidity","Joba","Total","%","2011","100"
"Oman","Maximum Humidity","Joba","Total","%","2012","100"
"Oman","Maximum Humidity","Joba","Total","%","2013","100"
"Oman","Maximum Humidity","Joba","Total","%","2014","99"
"Oman","Maximum Humidity","Duqum","Total","%","2010","94"
"Oman","Maximum Humidity","Duqum","Total","%","2011","97"
"Oman","Maximum Humidity","Duqum","Total","%","2012","100"
"Oman","Maximum Humidity","Duqum","Total","%","2013","100"
"Oman","Maximum Humidity","Duqum","Total","%","2014","100"
"Oman","Maximum Humidity","Duqum","Total","%","2015","100"
"Oman","Maximum Humidity","RasAlHaad","Total","%","2010","100"
"Oman","Maximum Humidity","RasAlHaad","Total","%","2011","100"
"Oman","Maximum Humidity","RasAlHaad","Total","%","2012","97"
"Oman","Maximum Humidity","RasAlHaad","Total","%","2013","100"
"Oman","Maximum Humidity","RasAlHaad","Total","%","2014","100"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2010","96"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2011","93"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2012","92"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2013","97"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2014","99"
"Oman","Maximum Humidity","Mina Sultan Qaboos","Total","%","2015","98"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2010","98"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2011","98"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2012","99"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2013","100"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2014","100"
"Oman","Maximum Humidity","Mina Salalah","Total","%","2015","100"
"Oman","Maximum Humidity","Majis","Total","%","2010","95"
"Oman","Maximum Humidity","Majis","Total","%","2011","95"
"Oman","Maximum Humidity","Majis","Total","%","2012","100"
"Oman","Maximum Humidity","Majis","Total","%","2013","96"
"Oman","Maximum Humidity","Majis","Total","%","2014","97"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2010","100"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2011","100"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2012","100"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2013","100"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2014","100"
"Oman","Maximum Humidity","Qairoon Hairiti","Total","%","2015","100"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2010","7"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2011","5"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2012","8"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2013","8"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2014","6"
"Oman","Minimum Humidity","Muscat International Airport","Total","%","2015","5"
"Oman","Minimum Humidity","Salalah","Total","%","2010","6"
"Oman","Minimum Humidity","Salalah","Total","%","2011","6"
"Oman","Minimum Humidity","Salalah","Total","%","2012","4"
"Oman","Minimum Humidity","Salalah","Total","%","2013","7"
"Oman","Minimum Humidity","Salalah","Total","%","2014","7"
"Oman","Minimum Humidity","Salalah","Total","%","2015","7"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2010","8"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2011","0"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2012","7"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2013","7"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2014","6"
"Oman","Minimum Humidity","Sohar Airport","Total","%","2015","6"
"Oman","Minimum Humidity","Masirah","Total","%","2010","13"
"Oman","Minimum Humidity","Masirah","Total","%","2011","12"
"Oman","Minimum Humidity","Masirah","Total","%","2012","15"
"Oman","Minimum Humidity","Masirah","Total","%","2013","13"
"Oman","Minimum Humidity","Masirah","Total","%","2014","14"
"Oman","Minimum Humidity","Masirah","Total","%","2015","11"
"Oman","Minimum Humidity","Sur","Total","%","2010","7"
"Oman","Minimum Humidity","Sur","Total","%","2011","7"
"Oman","Minimum Humidity","Sur","Total","%","2012","9"
"Oman","Minimum Humidity","Sur","Total","%","2013","10"
"Oman","Minimum Humidity","Sur","Total","%","2014","6"
"Oman","Minimum Humidity","Sur","Total","%","2015","7"
"Oman","Minimum Humidity","Thamrayt","Total","%","2010","3"
"Oman","Minimum Humidity","Thamrayt","Total","%","2011","4"
"Oman","Minimum Humidity","Thamrayt","Total","%","2012","3"
"Oman","Minimum Humidity","Thamrayt","Total","%","2013","3"
"Oman","Minimum Humidity","Thamrayt","Total","%","2014","5"
"Oman","Minimum Humidity","Thamrayt","Total","%","2015","4"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2010","5"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2011","3"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2012","4"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2013","3"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2014","4"
"Oman","Minimum Humidity","Khasab Airport","Total","%","2015","3"
"Oman","Minimum Humidity","Saiq","Total","%","2010","3"
"Oman","Minimum Humidity","Saiq","Total","%","2011","3"
"Oman","Minimum Humidity","Saiq","Total","%","2012","2"
"Oman","Minimum Humidity","Saiq","Total","%","2013","3"
"Oman","Minimum Humidity","Saiq","Total","%","2014","3"
"Oman","Minimum Humidity","Saiq","Total","%","2015","1"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2010","6"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2011","5"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2012","5"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2013","4"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2014","4"
"Oman","Minimum Humidity","Al-Buraymi","Total","%","2015","5"
"Oman","Minimum Humidity","Diba","Total","%","2010","7"
"Oman","Minimum Humidity","Diba","Total","%","2011","6"
"Oman","Minimum Humidity","Diba","Total","%","2012","7"
"Oman","Minimum Humidity","Diba","Total","%","2013","8"
"Oman","Minimum Humidity","Diba","Total","%","2014","5"
"Oman","Minimum Humidity","Diba","Total","%","2015","6"
"Oman","Minimum Humidity","Rustaq","Total","%","2010","7"
"Oman","Minimum Humidity","Rustaq","Total","%","2011","6"
"Oman","Minimum Humidity","Rustaq","Total","%","2012","4"
"Oman","Minimum Humidity","Rustaq","Total","%","2013","8"
"Oman","Minimum Humidity","Rustaq","Total","%","2014","7"
"Oman","Minimum Humidity","Rustaq","Total","%","2015","5"
"Oman","Minimum Humidity","Nizwa","Total","%","2010","4"
"Oman","Minimum Humidity","Nizwa","Total","%","2011","4"
"Oman","Minimum Humidity","Nizwa","Total","%","2012","3"
"Oman","Minimum Humidity","Nizwa","Total","%","2013","3"
"Oman","Minimum Humidity","Nizwa","Total","%","2014","4"
"Oman","Minimum Humidity","Nizwa","Total","%","2015","2"
"Oman","Minimum Humidity","Samail","Total","%","2010","8"
"Oman","Minimum Humidity","Samail","Total","%","2011","7"
"Oman","Minimum Humidity","Samail","Total","%","2012","8"
"Oman","Minimum Humidity","Samail","Total","%","2013","7"
"Oman","Minimum Humidity","Samail","Total","%","2014","5"
"Oman","Minimum Humidity","Samail","Total","%","2015","4"
"Oman","Minimum Humidity","Ibri","Total","%","2010","5"
"Oman","Minimum Humidity","Ibri","Total","%","2011","5"
"Oman","Minimum Humidity","Ibri","Total","%","2013","5"
"Oman","Minimum Humidity","Ibri","Total","%","2014","5"
"Oman","Minimum Humidity","Ibri","Total","%","2015","4"
"Oman","Minimum Humidity","Buhla","Total","%","2010","2"
"Oman","Minimum Humidity","Buhla","Total","%","2011","4"
"Oman","Minimum Humidity","Buhla","Total","%","2012","3"
"Oman","Minimum Humidity","Buhla","Total","%","2013","4"
"Oman","Minimum Humidity","Buhla","Total","%","2014","3"
"Oman","Minimum Humidity","Buhla","Total","%","2015","2"
"Oman","Minimum Humidity","Adam","Total","%","2010","4"
"Oman","Minimum Humidity","Adam","Total","%","2011","7"
"Oman","Minimum Humidity","Adam","Total","%","2012","7"
"Oman","Minimum Humidity","Adam","Total","%","2013","3"
"Oman","Minimum Humidity","Adam","Total","%","2014","3"
"Oman","Minimum Humidity","Adam","Total","%","2015","2"
"Oman","Minimum Humidity","Ibra","Total","%","2010","5"
"Oman","Minimum Humidity","Ibra","Total","%","2011","7"
"Oman","Minimum Humidity","Ibra","Total","%","2012","7"
"Oman","Minimum Humidity","Ibra","Total","%","2013","9"
"Oman","Minimum Humidity","Ibra","Total","%","2014","6"
"Oman","Minimum Humidity","Ibra","Total","%","2015","4"
"Oman","Minimum Humidity","JabalShams","Total","%","2010","1"
"Oman","Minimum Humidity","JabalShams","Total","%","2011","1"
"Oman","Minimum Humidity","JabalShams","Total","%","2012","1"
"Oman","Minimum Humidity","JabalShams","Total","%","2013","1"
"Oman","Minimum Humidity","JabalShams","Total","%","2014","1"
"Oman","Minimum Humidity","JabalShams","Total","%","2015","1"
"Oman","Minimum Humidity","Joba","Total","%","2010","6"
"Oman","Minimum Humidity","Joba","Total","%","2011","5"
"Oman","Minimum Humidity","Joba","Total","%","2012","4"
"Oman","Minimum Humidity","Joba","Total","%","2013","5"
"Oman","Minimum Humidity","Joba","Total","%","2014","6"
"Oman","Minimum Humidity","Duqum","Total","%","2010","7"
"Oman","Minimum Humidity","Duqum","Total","%","2011","5"
"Oman","Minimum Humidity","Duqum","Total","%","2012","4"
"Oman","Minimum Humidity","Duqum","Total","%","2013","5"
"Oman","Minimum Humidity","Duqum","Total","%","2014","5"
"Oman","Minimum Humidity","Duqum","Total","%","2015","5"
"Oman","Minimum Humidity","RasAlHaad","Total","%","2010","12"
"Oman","Minimum Humidity","RasAlHaad","Total","%","2011","1"
"Oman","Minimum Humidity","RasAlHaad","Total","%","2012","9"
"Oman","Minimum Humidity","RasAlHaad","Total","%","2013","9"
"Oman","Minimum Humidity","RasAlHaad","Total","%","2014","8"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2010","10"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2011","7"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2012","10"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2013","10"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2014","9"
"Oman","Minimum Humidity","Mina Sultan Qaboos","Total","%","2015","6"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2010","11"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2011","8"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2012","6"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2013","5"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2014","11"
"Oman","Minimum Humidity","Mina Salalah","Total","%","2015","11"
"Oman","Minimum Humidity","Majis","Total","%","2010","8"
"Oman","Minimum Humidity","Majis","Total","%","2011","7"
"Oman","Minimum Humidity","Majis","Total","%","2012","7"
"Oman","Minimum Humidity","Majis","Total","%","2013","7"
"Oman","Minimum Humidity","Majis","Total","%","2014","6"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2010","2"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2011","9"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2012","5"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2013","5"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2014","7"
"Oman","Minimum Humidity","Qairoon Hairiti","Total","%","2015","5"
"Oman","Average Humidity","Total","Total","%","2010","50"
"Oman","Average Humidity","Total","Total","%","2011","51"
"Oman","Average Humidity","Total","Total","%","2012","50.2"
"Oman","Average Humidity","Total","Total","%","2013","54.3"
"Oman","Average Humidity","Total","Total","%","2014","52.2"
"Oman","Average Humidity","Total","Total","%","2015","48.5"
"Oman","Average Humidity","Total","Total","%","2016","52.6"
"Oman","Average Humidity","Total","Total","%","2017","48.6"
"Oman","Average Humidity","Total","Total","%","2018","47.6"
"Oman","Average Humidity","Total","Total","%","2019","87"
"Oman","Average Humidity","Total","Total","%","2020","71.3"
"Oman","Average Humidity","Total","Summer","%","2010","50"
"Oman","Average Humidity","Total","Summer","%","2011","49"
"Oman","Average Humidity","Total","Summer","%","2012","48.2"
"Oman","Average Humidity","Total","Summer","%","2013","55.1"
"Oman","Average Humidity","Total","Summer","%","2014","50.9"
"Oman","Average Humidity","Total","Summer","%","2015","44.7"
"Oman","Average Humidity","Total","Summer","%","2016","52.3"
"Oman","Average Humidity","Total","Summer","%","2017","45.9"
"Oman","Average Humidity","Total","Summer","%","2018","39.5"
"Oman","Average Humidity","Total","Summer","%","2019","87"
"Oman","Average Humidity","Total","Summer","%","2020","17.3"
"Oman","Average Humidity","Total","Winter","%","2010","50"
"Oman","Average Humidity","Total","Winter","%","2011","53"
"Oman","Average Humidity","Total","Winter","%","2012","51.2"
"Oman","Average Humidity","Total","Winter","%","2013","55.3"
"Oman","Average Humidity","Total","Winter","%","2014","53.4"
"Oman","Average Humidity","Total","Winter","%","2015","52.2"
"Oman","Average Humidity","Total","Winter","%","2016","53.4"
"Oman","Average Humidity","Total","Winter","%","2017","51.4"
"Oman","Average Humidity","Total","Winter","%","2018","45.5"
"Oman","Average Humidity","Total","Winter","%","2019","13"
"Oman","Average Humidity","Total","Winter","%","2020","34.3"
"Oman","Maximum Average Humidity","Total","Total","%","2010","71"
"Oman","Maximum Average Humidity","Total","Total","%","2011","71"
"Oman","Maximum Average Humidity","Total","Total","%","2012","74"
"Oman","Maximum Average Humidity","Total","Total","%","2013","74"
"Oman","Maximum Average Humidity","Total","Total","%","2014","80"
"Oman","Maximum Average Humidity","Total","Total","%","2015","75"
"Oman","Maximum Average Humidity","Total","Total","%","2016","78"
"Oman","Maximum Average Humidity","Total","Total","%","2017","67"
"Oman","Maximum Average Humidity","Total","Total","%","2018","86"
"Oman","Maximum Average Humidity","Total","Total","%","2019","87"
"Oman","Minimum Average Humidity","Total","Total","%","2010","31"
"Oman","Minimum Average Humidity","Total","Total","%","2011","33"
"Oman","Minimum Average Humidity","Total","Total","%","2012","31"
"Oman","Minimum Average Humidity","Total","Total","%","2013","34"
"Oman","Minimum Average Humidity","Total","Total","%","2014","10"
"Oman","Minimum Average Humidity","Total","Total","%","2015","29"
"Oman","Minimum Average Humidity","Total","Total","%","2016","32"
"Oman","Minimum Average Humidity","Total","Total","%","2017","29"
"Oman","Minimum Average Humidity","Total","Total","%","2018","12"
"Oman","Minimum Average Humidity","Total","Total","%","2019","13"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2010","124"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2011","45"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2012","73"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2013","121"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2014","154"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2015","21"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2016","0"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2017","46"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2018","15"
"Oman","Rainfall","Muscat International Airport","Total","M. M","2019","75"
"Oman","Rainfall","Salalah","Total","M. M","2010","32"
"Oman","Rainfall","Salalah","Total","M. M","2011","122"
"Oman","Rainfall","Salalah","Total","M. M","2012","19"
"Oman","Rainfall","Salalah","Total","M. M","2013","80"
